Speaker_ID,Speaker_name,Speaker_party_name,Speaker_gender,Speaker_birth,Stance,Relevant_Speech
OmerovićMeho,"Omerović, Meho",Socijaldemokratska partija Srbije,M,1959,NEUTRALNO,"Istambulska konvencija, čuvena konvencija Saveta Evrope o borbi protiv nasilja nad ženama i nasilja u porodici, koju je Srbija ratifikovala kao osma zemlja u Evropi, izričito nalaže zemljama, članicama i potpisnicama da što više urede svoje zakone. Da bi se zadiralo u ta prava, mislim da je i stanovište Evropskog suda za ljudska prava mora da postoje uverljivi i snažni razlozi jer taj isti sud, Evropski sud za ljudska prava iz Strazbura u postupcima koje vodi uvek, podsećam vas, ispituje da li je u primeni zakona kojim se ograničava pravo na javno okupljanje, država postupila razumno, pažljivo i u dobroj veri. U jednom od stavova Evropskog suda za ljudska prava kaže se, citiram, - „raspon ponašanja koje se smatra nasiljem mora se usko tumačiti, ali se izuzetno može proširiti iznad čistog fizičkog nasilja, tako da uključi i nečovečno i ponižavajuće postupanje ili namerno zastrašivanje ili uznemiravanje okupljenog skupa ljudi“, završen citat. Venecijanska komisija je sačinila spisak temeljnih evropskih međunarodnih standarda o pravu na slobodu javnog okupljanja, Venecijanska komisija protivi se zabrana okupljanja na mestima blizu zgrada najviših državnih organa jer smatra da to jesu mesta koja jesu primerena za javni govor, tako da bi se umesto blanko zabrana u zakonima ograničenja od strane države mogla nametati samo od slučaja do slučaja, zavisno od karakteristike nekog prijavljenog okupljanja. Podsećam vas da su sve članice EU."
RakonjacVesna,"Rakonjac, Vesna",Srpska napredna stranka,F,1967,ZA,"Ustava, strategije za poboljšanje položaja žena i unapređenje rodne ravnopravnosti, konvencije o eliminisanju svih oblika diskriminacije, rezolucija saveta UN, kao i prakse državnih članica EU, unete su odredbe koje doprinose poboljšanju položaja žena u sistemu bezbednosti. Takođe poslovi Direkcije policije se proširuje i na donošenje strateške procene i strateškog plana, što predstavlja uvođenje modela jedinstvenog sistema planiranja, koji bi u krajnjem ishodu dovelo do pune primene modela policijsko-obaveštajni model, koji je deo preporuke EU po sastavlju poglavlja 24."
StefanovićNebojša,"Stefanović, Nebojša",Srpska napredna stranka,M,1976,ZA,"Svakako da takve ljude i treba da promovišemo i da se trudimo da i ovi ljudi koji su ovde danas iza mene, koji svoj posao obavljaju potpuno profesionalno i koji su učestvovali na izradi zakona, a nisam siguran ko se više, kada vide jedni druge, hvatao za glavu, pošto je ovo jedno pedeseta verzija zakona koju smo radili, ali je to pokazalo da smo imali sluha i za savete iznutra i iz spolja, i nevladin sektor, i profesionalce, i razna udruženja, a na kraju krajeva i EU kojoj mi težimo, da smo se trudili da dođemo do nečega što funkcioniše, da ne pravimo zakon koji Frankenštajn i koji je sastavljen od svih mogućih želja i volja, a da onda ovi ljudi u plavom treba da to sprovode, a mi svi kažemo – super smo doneli zakon koji oni ne mogu da sprovedu."
StefanovićNebojša,"Stefanović, Nebojša",Srpska napredna stranka,M,1976,NEUTRALNO,"Migratorni talas koji postoji, stanje ugrožavanja mnogih zemalja od strane terorizma, pa i u najrazvijenijim evropskim državama gde su takve situacije moguće zahteva apsolutnu profesionalnost kadra koji se tim poslom bavi. Prosto je nemoguće da se neko sa lokala iz političkih struktura meša, jer bi to potpuno derogiralo, ne ovaj zakon, nego opšte tendencije EU. Ljudi ih biraju na izborima i naprosto u tom sistemu, na takav način to može da funkcioniše, ali u sistemu u kome hoćete da primenite evropske norme, norme koje postoje u na primer Švedskoj, koja ide na smanjenje, recimo Švedska je ranije imala mnogo veći broj policijskih uprava, sada ih smanjuje upravo na jednu. Dakle, lokalna samouprava mora da prihvati svoj deo posla i zato smo se zalagali i ja se nadam kada stigne, da kažem, sa mišljenja Evropske komisije, pošto je spreman već nekoliko meseci, novi Zakon o bezbednosti saobraćaja, da damo ovlašćenja lokalnoj samoupravi, da ona u saradnji sa policijom postavlja i kamere za video nadzor i radare, jer tu se isto pita lokalna samouprava."
StefanovićNebojša,"Stefanović, Nebojša",Srpska napredna stranka,M,1976,NEUTRALNO,"Ja sam pažljivo čitao izveštaje EU o Srbiji, izveštaje o napretku od 2008. do 2015. godine, naravno sa posebnim osvrtom na policiju, pravosuđe i sve ostalo. To su rečenice u kojima vi vidite da EU je mislila sve najgore o Srbiji, da to nije htela brutalno da kaže, ali skoro brutalno. Dakle, to kaže EU, pre svega što se tiče stanja u pravosuđu koje je bilo najteže i najlošije, ali naravno i svih drugih elemenata. Što se tiče poligrafa, vidim da i dalje postoji fascinacija poligrafom, ali što se tiče MUP-a, u skladu sa zakonom nastavićemo da primenjujemo ovaj mehanizam, baš kao što to rade sve evropske policije, naročito američki FBA koji to primenjuje i to mi je rekao i direktor FBA, gospodin Kami, kada je bio ovde u poseti i rekli su mi kakve rezultate i kako primenjuju to i u prijem u radni odnos i u svakogodišnjoj kontroli zaposlenih."
StefanovićNebojša,"Stefanović, Nebojša",Srpska napredna stranka,M,1976,ZA,"Mi smo na ovom zakonu radili, konsultovali se i u velikoj meri mišljenja Evropske komisije se odložilo da se ovaj zakon u prethodnoj godini nađe pred narodnim poslanicima i da o tome razgovaramo i ranije. Mi smo bili spremni u junu, ali znate, ako hoćete da idete putem evropskih integracija, onda neka pravila važe i u tom trenutku morate da igrate po tim pravilima, ako hoćete da budete deo nekog većeg tima."
StefanovićNebojša,"Stefanović, Nebojša",Srpska napredna stranka,M,1976,ZA,"Što se tiče Ministarstva unutrašnjih poslova, mi smo kroz ovaj predlog zakona, kroz sva tri, ali pre svega kroz Zakon o policiji, imali potrebu da izađemo u susret rešavanju problema na koje su ukazali i sami građani, kao što su porodično nasilje, traganje za nestalim licima, reagovanje u situacijama povećanog rizika, kao i u slučajevima kada takve zahteve predstavljaju procesi pridruživanja EU, to je policijsko-obaveštajni model koji težimo da uspostavimo kako bi policija bila efikasnija, forenzička registracija, razvoj policije u lokalnoj zajednici, razmena podataka u borbi protiv korupcije i organizovanog kriminala i slično. Ova načela su naglašena u različitim delovima zakona i vode ka tome da naša policija kao i druge policije zemalja članica EU imaju standarde u postupanju i saradnji sa drugim činiocima iz sistema bezbednosti. U svakom slučaju radi se o standardima koji su pre svega utemeljeni u zemljama EU, a mi smo se bazirali i kroz naše tvining projekte na model koji primenjuje švedska policija, ali naravno i neke druge države na svetskom i evropskom nivou. Takođe, pažljivo su razmatrane sugestije koje je u dva navrata iznela Evropska komisija u svojim neformalnim mišljenjima pošto Zakon o policiji, svaka država ga donosi za sebe, ali naravno postoje smernice koje treba poštovati, naročito u vezi usaglašavanja ovog zakona sa Zakonom o krivičnom postupku. Nalazimo način da sve inovacije ugradimo na pravno mogući način i zbog toga smo zahvalni na saradnji, na svoj podršci koju smo dobili i od strane nevladinog sektora i profesionalnih udruženja, Narodne skupštine i svih drugih koji su pomogli da se postignu evropski standardi u izradi ovih zakona."
StojkovićDušica,"Stojković, Dušica",Srpska napredna stranka,F,1979,ZA,"Predloženi zakon o policiji nas ne približava najvišim evropskim i svetskim standardima u oblasti regulisanja rada policije koji se primenjuju u svetu i predstavlja upravo to, novi koncept rada policije u Srbiji. U izradi ovog Predloga zakona o policiji uključene su bile sve relevantne međunarodne institucije, Evropska komisija, OEBS, predstavnici civilnog društva, predstavnici državnih institucija, domaći i strani eksperti, kao i mišljenja strukovnih udruženja i sindikata. Predlog zakona o policiji je predviđen još Nacionalnim programom za usvajanje pravnih tekovina EU, kako su neke prethodne vlade, i neki prethodni ministri policije propustili da predlože Narodnoj skupštini RS. Takođe, u ovaj zakon unete su i određene pozitivne prakse država članica EU, a pre svega one odredbe koje se odnose na poboljšanje položaja žena u sistemu bezbednosti, koje danas rame uz rame obavljaju uspešno svoje profesionalne zadatke. Prvi put u praksi policije uvedena su nova sredstva prinude kao što su elektrošokeri, ali i druga sredstva prinude, čime se srpska policija približava standardima koje koristi policija u državama članicama EU. Tek tada ćemo se približiti EU i istinski sprovesti proces evropskih integracija, kao jedna ozbiljna zemlja."
VukićVanja,"Vukić, Vanja",Socijalistička partija Srbije,M,1978,ZA,"Dakle, postojeći Zakon o policiji donet je 2005. godine, a nakon mnogobrojnih izmena i dopuna ovog zakona došlo je vreme da se donese novi Zakon o policiji, usklađen sa današnjim potrebama države i društvenim okolnostima, a to se pre svega odnosi na proces pristupanja EU i pregovora koji slede. Skoro svi drugi sektori u Ministarstvu, kao što su sektor finansija, sektor za analitiku i telekomunikacije, sektor za međunarodnu saradnju i evropske poslove i planiranje i formiranje nakon poslednjih izmena i dopuna Zakona o policiji, kao i sektor ljudskih resursa, treba da obezbede uslove za rad policije. Usklađivanje sa pravnim propisima EU, podrazumeva i definisanje policijsko-obaveštajnog modela, a koje je sadržano u preporukama EU, a ovim zakonom regulisano je u članu 34. Ovaj model se prvi put pojavio krajem devedesetih godina prošlog veka u VelikojBritaniji i pošto se pokazao kao efikasan način suzbijanja, odnosno otkrivanja krivičnih dela, primenjenih i u ostalim državama, članicama EU. Ovo je jedan od pokazatelja da EU Srbiji nije sama sebi cilj, već se prihvatanjem evropskih standarda poboljšava i život građana. Efikasno se pokazala na delu u zemljama EU, gde predstavlja sastavni deo opreme policije u svim zemljama članicama, te je neophodno i ovu oblast uskladiti sa propisima EU."
VučkovićNataša,"Vučković, Nataša",Demokratska stranka,F,1967,PROTIV,"Ova tri zakona o kojima danas razgovaramo oni spadaju u domen poglavlja 23. i 24. i svi koji se bave evropskim integracijama ili prate postupak pregovora sa EU, znaju da nas tu očekuje i najviše prepreka. Ono što je tu važno reći, mi smo mnoge zakone doneli u raznim oblastima koji su, možda bili dobri, dobili su pozitivna mišljenja Evropske komisije, ali u oblastima brojnim u kojima smo nove zakone doneli, situacija se zapravo pogoršala. Svi smo hvalili medijske zakone kada su donošeni, vrlo ih je hvalila i Evropska komisija, ali u primeni, u onome što je svakodnevna politička praksa, vidimo stalno ugrožavanje slobode medija, i prava na objektivno informisanje. To je već treću, ako ne i četvrtu godinu za redom jedna od najozbiljnih primedbi u godišnjem izveštaju Evropske komisije o napredovanju Srbije, i ne spominje se da postoji bilo kakav napredak."
ČapoDejan,"Čapo, Dejan",Liga socijaldemokrata Vojvodine,M,1978,NEUTRALNO,"Ono jeste dobro polazište i zasniva se na iskustvima mnogih zakona evropskih zemalja koji se odnose na ovu tematiku, ali ovo ugrožavanje prava drugih može da bude tumačeno na više načina."
ČotrićAleksandar,"Čotrić, Aleksandar",Srpski pokret obnove,M,1966,ZA,"Ovaj zakon nas nesumnjivo približava najvišim evropskim, demokratskim i pravnim standardima u oblasti rada policije i unutrašnjih poslova i želim da istaknem da je ovaj propis, koji razmatramo, veoma jasan, precizan, konzistentan i da je od forme nacrta, preko predloga, bio dostupan svim zainteresovanima koji su mogli da iznesu svoja mišljenja i mnoga ta mišljenja su ugrađena i zbog toga želim da pohvalim MUP predvođeno ministrom Stefanovićem, jer je skupštinskoj raspravi, koja je danas počela, prethodila duga rasprava u stručnoj i široj javnosti, koja je vođena čitavih godinu dana. U zakonska rešenja ugrađena su i mišljenja Evropske komisije koja, moram to da istaknem, nisu menjala suštinu onoga što su predložili naši kompetentni stručnjaci i nadležni državni organi, pre svega, u MUP-u. Zapravo, mišljenje Evropske komisije je samo potvrdilo ispravnost opredeljenja Vlade Srbije i MUP-a da su na dobrom putu suštinskih reformi u ovim oblastima. U ispunjavanju ovih zadataka, to je ovim zakonom regulisano, naglašeno, potcrtano, da policija mora da deluje, kako u skladu sa zakonima koje mi usvajamo u parlamentu, isto tako i u skladu sa međunarodnim standardima u oblasti sprovođenja zakona koji su prihvaćeni, pre svega od država članica EU i OEBS-a. godina, imamo najviše iskustva sa ovom materijom, kažemo da je ovaj zakon izuzetno demokratski, evropski i liberalan, da nam treba verovati na reč, jer Predlog zakona o okupljanju građana predviđa jednu od glavnih novina da se osim obezbeđivanja prava na slobodno okupljanje, da to pravo ne sme da ograničava prava i slobode drugih građana, što je sasvim u redu. Ovi zakoni će doprineti i daljoj demokratizaciji našeg društva i transparentnosti u radu državnih organa, daljoj izgradnji pravne države, nastavku borbe protiv kriminala i korupcije, usklađivanju domaćeg zakonodavstva sa propisima EU, a značiće i neophodnu racionalizaciju u državnoj upravi a doneće i značajne uštede u budžetu Republike Srbije i svih pobrojanih razloga."
ĐurovićAleksandra,"Đurović, Aleksandra",Srpska napredna stranka,F,1976,ZA,"Novina u ovom zakonu je i formiranje sektora za međunarodnu saradnju i evropske poslove, što je jako važno, posebno u ovom periodu u kojem se sada nalazimo, gde sa jedne strane smo u obavezi usaglašavanja našeg zakonodavstva sa EU i takođe sa druge strane, usled emigrantskih talasa koji pogađaju ceo ovaj region, jako je važno da je jedan ovakav sektor formiran, takođe, Ministarstvo unutrašnjih poslova u 2015. godini imalo je veoma značajne rezultate na ovome planu. Videli smo da je i Evropska komisija dala pozitivne ocene za akcioni plan za poglavlje 24, što u stvari se tiče rada Ministarstva unutrašnjih poslova."
ŠaracSuzana,"Šarac, Suzana",Srpska napredna stranka,F,1981,ZA,"Ovaj zakon predviđa niz novina u smislu organizacione strukture policije, njenih ovlašćenja, pravila karijernog napredovanja, kontrole rada zaposlenih, novih sredstava prinude, kao i niz odredbi koje su proizašle iz usaglašavanja sa propisima koji se primenjuju u EU."
ŠutanovacDragan,"Šutanovac, Dragan",Demokratska stranka,M,1968,NEUTRALNO,"S druge strane, pokušali ste da napravite jedna novi model policije u lokalnoj zajednici i to je nešto što je opšte prihvaćeno u svetu i to je nešto što postoji i definisano je gotovo u svim policijama zapadne Evrope, ali ne način na koji ste vi uradili koji je čisto deklarativan i koji suštinski i dalje nema nikakvu vezu sa lokalnom samoupravom."
AleksićIrena,"Aleksić, Irena",Srpska napredna stranka,F,1978,ZA,"Na samom kraju, da istaknem da i jedan i drugi zakon predstavljaju jedan korak usklađivanja našeg zakonodavstva sa zakonodavstvom EU, što je jako bitno, naročito ako se uzme u obzir da je to strateško opredeljenje ove Vlade, ali, isto tako, što je bitnije od toga, jeste da su oba zakona koncipirana tako da postoje u najboljem mogućem interesu i da štite interese, kako ove države, tako i naših građana, te ih stoga treba podržati."
DragašMirjana,"Dragaš, Mirjana",Socijalistička partija Srbije,F,1950,ZA,"S obzirom na otvorenost tržišta i komunikaciju, ova regulativa je vrlo dinamična i zato ne treba da čudi što se stalno menjaju pravila, donose novi zakoni koji moraju biti usklađeni sa stanjem oglašavanja na tržištu, ne samo sa modernim zakonima koji su propisani u EU, kojima se usklađuje naše zakonodavstvo u procesu pridruživanja istoj. Ovde je bilo zloupotreba u praksi i u međunarodnoj evropskoj zajednici, naravno nismo ni mi izuzeti od toga i dobro je što ovaj zakona zabranjuje, odnosno sada posebnu pažnju pokazuje na odnosu na ovu pojavu. Evropska zajednica je 2013. godine donela strategiju bezbednosti IKT sistema EU, gde su date određene smernice razvoja. Ovaj zakon iz te oblasti jeste i naše celovito usklađivanje sa EU, ali on, kao što ja to volim da istaknem, nije važan zbog EU, on je važan zbog nas i uopšte svi takvi poslovi moraju da imaju, pre svega cilj, naše ustanovljavanje jedinstvenog, dobrog i kvalitetnog sistema državne uprave, odnosa prema građaninu i naša bilo pojedinačna zaštita ličnosti ili zaštita u ovom slučaju sistema."
JevtovićVukojičićMilanka,"Jevtović Vukojičić, Milanka",Srpska napredna stranka,F,1960,ZA,Ovo je nov zakon i oba zakona su u skladu sa strateškim opredeljenjem Vlade Republike Srbije sa usaglašavanjem našeg zakonodavstva sa zakonodavstvom EU.
LjajićRasim,"Ljajić, Rasim",Socijaldemokratska partija Srbije,M,1964,ZA,"Što se tiče Zakona o oglašavanju, važeći zakon je donet pre deset godina i sasvim sigurno i sami ste svedoci da mnoge odredbe važećeg zakona su prevaziđene, a mnoge stvari su se u međuvremenu dogodile i kad govorimo o praksi i kada govorimo o propisima i u zemlji, ali i kad govorimo o direktivama, odnosno regulativi unutar zemalja EU. Godinu dana nakon što je ovaj zakon donet, doneta je i direktiva EU o obmanjujućem i uporednom oglašavanju i samim tim derogirane su mnoge odredbe postojećeg Zakona o oglašavanju. Sa druge strane, rekao sam, da uskladimo i harmonizujemo naše zakonodavstvo u ovoj oblasti sa standardima EU. Nigde ni u jednoj evropskoj zemlji nemate takvu vrstu podele alkoholnih pića. Analizirajući zakonodavstvo u zemljama EU došli smo do podele alkoholnih pića koja postoji u mnogim od tih zemalja iako tu nema jedinstvenog standarda, dakle, po ovom zakonu sva alkoholna pića se dele na ona koja sadrže manje od 20% alkohola i ona koja sadrže preko 20% alkohola. To je sada u dobroj meri usaglašeno sa regulativom u mnogim zemljama, dakle, ne unutar EU jer nema standarda, već smo uporedo posmatrali kako je ta podela izvršena i na taj način smo se približili nekim rešenjima koja postoje u zakonodavstvima zemalja EU. Svega šest zemalja u Evropi ne dozvoljava u potpunosti reklamiranje alkoholnih pića u štampanim medijima, od toga samo Norveška u potpunosti zabranjuje da u drugih pet zemalja su našli neka rešenja koja su približna ovim našim rešenjima koja sada predlažemo u ovom zakonu. Druga novina tiče se, a to sam već spomenuo, odredaba o obmanjujućem i uporednom oglašavanju, ona su postojala i u važećem zakonskom predlogu, ona su sada ovde preciznije definisana i u potpunosti inkorporirana iz direktive EU. Novina je da se ukida reklamiranje elektronskih cigareta, i za reklamiranje elektronskih cigareta, važe iste odredbe kao i za zabranu reklamiranje duvana i cigareta uopšte, i da se na ovaj način u potpunosti poštuju odredbe Konvencije saveta Evrope i direktiva EU. Rekao sam već da samo ugradili sve ono što će harmonizovati naše zakonodavstvo u ovoj oblasti sa EU, odnosno standardima u EU. Drugi razlog je uobičajeno, kada se prilagođavamo i pridružujemo EU, usklađivanje i harmonizacija sa standardima EU. Mi smo ovde u potpunosti usaglašeni sa strategijom bezbednosti, IKT sistema što je doneto prošle godine, takođe smo usaglašeni sa direktivom koja će tek da bude usvojena u EU, a koja se odnosi na mrežu i na informacionu bezbednost i odredbe te direktive već smo inkorporirali u tekst ovog zakona."
LjajićRasim,"Ljajić, Rasim",Socijaldemokratska partija Srbije,M,1964,ZA,"Pribegli smo jednom rešenju, prvo koje je prisutno u svim zemljama EU i s druge strane pribegli smo rešenju koje u praksi može više, bolje, uspešnije da ministarstvo nadležno za ove poslove ima izvršna ovlašćenja, a da Nacionalni CERT ima sva ova druga ovlašćenja u smislu upozoravanja, analize, sagledavanja stanja na globalnom nivou, davanje preporuka svim institucijama u zemljišta šta da se radi prema tome mi tu dilemu nećemo rešiti ni ovim zakonskim predlogom, ono će sigurno ostati i predstavnici, odnosno ljudi koji su davali te sugestije da damo CERT-i veća izvršna ovlašćenja će i dalje ostati na tome."
MarjanovićVesna,"Marjanović, Vesna",Demokratska stranka,F,1969,ZA,"Gospodin premijer je između ostalog naglasio da mu je potreba pun mandat za podršku naroda kako bi Srbija bila spremna da se pridruži EU kao partner za donošenje teških odluka, a između ostalog, kako bi se poštovali civilni sektor i nevladine organizacije i mediji koji pišu slobodno i čine Srbiju uglednijom u svetu. Nakon izveštaja o napretku EU, u poslednjem izveštaju, gde je vrlo jasno rečeno da je u protekloj godini progres, odnosno napredak u oblasti slobode medija nula, dakle, da nije načinjen nikakav progres, jedna od preporuka koja je definisana jeste i jačanje nezavisnih tela, posebno REM. Ako je zaista ovoj Vladi stalo da ide u EU, ovo je jedan od najvažnijih primera na kojima to treba da dokaže, jer ako ovo učini ne samo što narušava nezavisnost regulatornog tela i usput unosi sumnju u nezavisnost tog tela, nego narušava odnose sa najvećim delom civilnog društva i pri tom krši osnovna pravila pravne države u Srbiji."
OrlićVladimir,"Orlić, Vladimir",Srpska napredna stranka,M,1983,ZA,"Treće, istaknuta je važnost i međunarodnog aspekta, kako u kontekstu evropskih integracija Srbije, tako i u kontekstu međudržavne saradnje, koji svakako diktira dimenzija izazova u informaciono-komunikacionoj bezbednosti."
OrlićVladimir,"Orlić, Vladimir",Srpska napredna stranka,M,1983,ZA,"Takođe, smatram pohvalnim činjenicu da je ovo dobar napor u daljoj harmonizaciji naše regulative sa evropskom, važan majstor na našem putu, kada je reč o evropskim integracijama, ali takođe ništa manje važno što rešavamo neke bitne izazove iz prakse koji su bili uočeni u prethodnom zakonu, odnosno zakonu koji je još uvek na snazi. Ono što se tiče harmonizacije i usklađivanja naše tekovine sa evropskom, na ovaj način je odrađeno na najbolji mogući način."
PešićOlivera,"Pešić, Olivera",Srpska napredna stranka,F,1979,ZA,Donošenje Zakona o informacionoj bezbednosti predstavlja korak ka harmonizaciji pravnog okvira Republike Srbije sa Evropskoj unijom u oblasti informacionog društva.
