Speaker_ID,Speaker_name,Speaker_party_name,Speaker_gender,Speaker_birth,Stance,Relevant_Speech
VulinAleksandar,"Vulin, Aleksandar",Pokret socijalista,M,1972,PROTIV,"Za vreme NATO agresije stajaća vojska je činila oko 85.000 ljudi. Mada kažem, koliko su naši ljudi bili inovativni posebno tokom NATO agresije, i oni imaju puno da uče od nas. Više učešća u Partnerstvu za mir na način kojim je i članstvo u NATO paktu, a to nećemo biti. Dok je predsednik Vučić predsednik Srbije, dok je vrhovni komandant Vojske Srbije, dok je ova vladajuća većina, mi nećemo biti u NATO paktu."
VulinAleksandar,"Vulin, Aleksandar",Pokret socijalista,M,1972,PROTIV,"Opet se vraćam na NATO pakt. U tom programu, između ostalog, piše da nećemo u NATO pakt. Odlično, radujem se tome, ali nešto mi govori da mnoge partije, pogotovo one koje bojkotuju ovu Skupštinu, ne smeju da napišu da nisu za NATO pakt. Mi smo rekli da nismo za NATO pakt. Oni napišu predizborni program i u tom predizbornom programu piše – nećemo u NATO pakt, narod glasa."
VulinAleksandar,"Vulin, Aleksandar",Pokret socijalista,M,1972,PROTIV,"Ja stalno slušam neka sumnjičenja - vi ćete ući u NATO pakt. Dobro, koliko još godina nam treba da uđemo u NATO pakt? Kažete da ako dođe poslušna vlast, pa onda sruše, pa što mi nismo ta poslušna vlast, pa mogli smo već do sada da uđemo u NATO pakt. Nećemo da uđemo u NATO pakt. Dajte mi jedan razlog zašto nećemo da uđemo u NATO pakt? Nećemo da uđemo u NATO pakt. Dok je Vučić predsednik Srbije i vrhovni komandat Vojske, dok sam ja ministar odbrane, dok je ova vladajuća većina u parlamentu, nećemo ući u NATO pakt, bićemo vojno neutralni i nećemo se posvađati sa NATO paktom, nećemo izazvati bilo šta, čak ni dati lažni povod kakav je Račak."
ĐokićZvonimir,"Đokić, Zvonimir",Srpska napredna stranka,M,1960,ZA,"Ona je u potpunosti u skladu sa našom spoljnom politikom, našom okrenutošću podjednako ka istoku i zapadu, sa našim opredeljenjem da razvijamo prijateljske odnose i sa SAD i sa Ruskom Federacijom i sa Kinom i sa EU i sa NATO, ali i sa ODKB, podjednako."
VulinAleksandar,"Vulin, Aleksandar",Pokret socijalista,M,1972,PROTIV,"Aleksandar Vučić je prvi premijer od 2000. godine na ovamo koji je imao hrabrosti da stane ispred srušene zgrade Generalštaba i kaže – obeležavamo godišnjicu NATO agresije. Bilo je NATO akcija, NATO operacija, NATO kampanja, ne daj Bože da neko izgovori NATO agresija. Prvi političar tog formata koji je imao hrabrosti da kaže - Srbija neće ući u NATO pakt i nema tog načina da me slomite da to uradim. Slušam od 2012. godine kako će Aleksandar Vučić prodati Kosovo i kako će ući u NATO pakt, pa ništa od toga se nije desilo. Aleksandar Vučić je poslednji slobodni lider u Evropi, poslednji koji može svakom da kaže šta god misli, poslednji koji može da kaže neću uvesti sankcije Ruskoj Federaciji, neću dozvoliti da se Republika Srpska na bilo koji način umanji, poslednji slobodni lider u Evropi, poslednji koji sme da kaže da neće da uđe u NATO pakt i poslednji koji sme da kaže da će se opremati i naoružavati gde god hoće i kako god hoće."
MarinkovićVladimir,"Marinković, Vladimir",Socijaldemokratska partija Srbije,M,1976,ZA,"Zato nam je važno da budemo i da blisko sarađujemo sa ODKB-om i sa Ruskom Federacijom u vojnom smislu, ali mislim da nam je još važnija saradnja sa NATO, i to iz pragmatičnih razloga. Naravno da to nije dobro i naravno da treba da insistiramo i da unapređujemo odnose sa KFOR-om i sa NATO paktom, ali u domenu da to opet ne u grozi neutralnost naše zemlje. Siguran sam da ova saradnja sa NATO na jednoj partnerskoj osnovi, bez obzira ko gde ima kancelariju, je vrlo važna zbog toga da se ti ljudi, koji su vojnici, koji su komandanti, koji predstavljaju NATO pakt ovde u Srbiji, bolje upoznaju sa strukturom problema i da na taj način imamo bolji uticaj na njih i bolje ostvarujemo svoje legitimne interese na teritoriji Kosova i Metohije, odnosno na bolji i kvalitetniji način pokušamo da, kroz tu saradnju, branimo naš narod i branimo naše legitimne interese na Kosovu i Metohiji."
BojićDubravko,"Bojić, Dubravko",Srpska radikalna stranka,M,1953,PROTIV,"Ja ovde želim da istaknem držanje naše vojske u ratu protiv najmoćnije vojne sile sveta, protiv NATO. Za vreme više od dva i po meseca besomučnog zločinačkog bombardovanja naša vojska je izašla manje oštećena nego što je oštećena za vreme onih koji su došli na vlast petooktobarskim prevratom, na krilima NATO bombi. Dame i gospodo, ja ovde želim da istaknem da je sramotna, za dostojanstvo ljudsko poražavajuća činjenica, a vrlo uvredljiva za nacionalna i patriotska osećanja da mi danas posle više od dve decenije od zločinačkog NATO bombardovanja licitiramo brojem žrtava, da mi danas nemamo tačan spisak poginulih bilo civila, vojnika ili policajaca. Što se tiče učešća naših mirovnih snaga u mirovnim operacijama širom sveta, stav SRS je da nemamo ništa protiv učešća naših snaga u okrilju UN, ali smo protiv svih onih angažovanja naših pripadnika u organizaciji NATO ili EU."
LjubenovićTomislav,"Ljubenović, Tomislav",Srpska radikalna stranka,M,1951,PROTIV,"Neutralnost ne zavisi od nas, već od velikih sila, a SRS se kategorički protivi u ulasku Srbije u NATO pakt, koji nas je nemilosrdno bombardova, ne birajući ciljeve."
StojanovićFilip,"Stojanović, Filip",Srpska radikalna stranka,M,1944,PROTIV,"Na jednoj strani je zločinački NATO pakt, koji nam je zadao mnogo muka i nevolja."
AtlagićMarko,"Atlagić, Marko",Srpska napredna stranka,M,1949,PROTIV,"Dalje, izvređao dobitnika nobelove nagrade, zbog toga što je u toku agresije NATO alijanse bio na strani Srbije. Zato što se suprotstavljao NATO bombardovanju. Mogu vam govoriti pet sati čuvenih istoričara i političara sa zapada koji su odali priznanje srpskom narodu i osudili NATO agresiju, jedino naši domaći NATO prašinari nisu. Mogao bih navesti, ne samo Petara Handkea, nego četiri, evo sad da kažem, četiri akademika koji su podržali našu pravednu borbu protiv NATO alijanse i protiv bombardovanja, jedan je Englez, pošto nemam vremena, jedan Italijan, jedan Rus i jedan Portugalac."
JojićPetar,"Jojić, Petar",Srpska radikalna stranka,M,1938,PROTIV,"Ako mislite, gospođo Mihajlović, na Haški tribunal, ponosan sam, branio sam Srbe, a nisam bio na strani NATO pakta."
RističevićMarijan,"Rističević, Marijan",Narodna seljačka stranka,M,1958,PROTIV,"Prvo ih je nacionalno ponizio priznavanjem države „Kosovo“, ponizio ih je proslavom „Oluje“, ponizio ih je ulaskom u NATO."
ČomićGordana,"Čomić, Gordana",Demokratska stranka,F,1958,PROTIV,"Nepravdu oko sporog, ali neumitnog dijaloga između Beograda i Prištine, nepravdu oko strašnih stvari koje smo prošli zbog NATO bombardovanja, zbog sankcija, nepravdu od toga što smo željni da poričemo realnost, nego da o njoj razgovaramo."
ArsićVeroljub,"Arsić, Veroljub",Srpska napredna stranka,M,1969,PROTIV,Ćutali su o tome kada su isto tako bez obzira na nacionalnu pripadnost ubijani građani Srbije u zločinačkoj agresiji NATO 1999. godine. Obeležavamo početak te NATO agresije da pokažemo svetu da to više ne sme nikome da se dogodi.
JevtovićVukojičićMilanka,"Jevtović Vukojičić, Milanka",Srpska napredna stranka,F,1960,PROTIV,"Svake godine obeležavamo Dan sećanja na NATO bombardovanje Republike Srbije 1999. godine, koji je počeo 24. marta zločinačkim NATO bombardovanjem u kojem je život izgubilo oko 2.000 civila, u kome je život izgubilo sedamdeset devetoro dece, u kome je ranjeno više od 6.000 civila. Prema tome, o žrtvama ne ćutimo i još jednom tokom obeležavanja sećanja na to tragično dešavanje, na tragično i monstruozno bombardovanje NATO agresora Republike Srbije prošle godine u Nišu rame uz rame sa rukovodstvom i narodom bili su i veterani koji su branili našu zemlju kada smo bili napadnuti od 19 zemalja koje pripadaju NATO."
JovanovićNataša,"Jovanović, Nataša",Srpska radikalna stranka,F,1966,PROTIV,"Oni su nas bombardovali 1999. godine 78 dana, ovi zlikovci iz NATO-a besomučno."
TorbicaBojan,"Torbica, Bojan",Pokret socijalista,M,1974,PROTIV,"Nikada ovaj narod neće zaboraviti period kada su zločinačku NATO agresiju nazivali akcijom ili intervencijom, kada su govorili da je „Oluja“ i pogrom Srba iz Krajine legalna policijska akcija, kada su šiptarske teroriste i zločince puštali iz zatvora, a branioce i heroje otpuštali sa posla, ponižavali, hapsili i slali u haški kazamat. Mora se priznati da je tokom premijerskog mandata Aleksandra Vučića, prvi put obeležena godišnjica NATO agresije na državnom nivou, da je prvi put Srbija javno, glasno i jasno rekla da nikada neće zaboraviti zločine koje NATO pakt izvršio nad srpskim narodom, kao i da je prvi put od 1995. godine na državnom nivou obeležen pogrom izvršena nad srpskim narodom Republike Srpske Krajine tokom zločinačke akcije „Oluja“, koji su sproveli hrvatska vojska i policija."
VulinAleksandar,"Vulin, Aleksandar",Pokret socijalista,M,1972,PROTIV,"U međuvremenu se izdešavalo sve, od građanskog rata na prostoru bivše SFR, NATO agresije i evo od tada do danas nismo nabavili ni jedno jedino moderno protivvazduhoplovno sredstvo. Zahvaljujući ovom parlamentu, po prvi put smo smogli snage da kažemo da nećemo biti članice NATO pakta, da nećemo biti članice bilo kog drugog pakta i da ćemo čuvati Srbe gde god da žive."
RističevićMarijan,"Rističević, Marijan",Narodna seljačka stranka,M,1958,PROTIV,"Gospodin Dušan Teodorović koji ima toliko prigovora, danas je on u godinama, priznajem, ali u vreme agresije 1999. godine je bio u najboljim godinama da prihvati borbu u našoj južnoj pokrajini u agresiji koja je vršena na našu zemlju, koju oni, drugosrbijanci, ne smeju da nazovu agresijom, surovim bombardovanjem itd, već je zovu NATO intervencijom. I, naravno, prebegao je na agresorsku stranu za vreme agresije NATO pakta."
VulinAleksandar,"Vulin, Aleksandar",Pokret socijalista,M,1972,PROTIV,Nikada ne bih približio Srbiju NATO paktu.
MilićevićĐorđe,"Milićević, Đorđe",Socijalistička partija Srbije,M,1978,ZA,"Želi saradnju sa NATO na onome što jesu zajednički ciljevi, a to je zarad očuvanja regionalne stabilnosti, ali želi saradnju i sa ODKB, ali želi sebično da sačuva svoju vojnu neutralnost."
MarkovićDragan,"Marković, Dragan",Jedinstvena Srbija,M,1960,PROTIV,"Sada se više ljudi plaše od korone nego za vreme NATO agresije. Za vreme NATO agresije Srbi su pevali na mostovima i ako su oni zlikovci bili na nebu i bacali bombe i uništavali srpske objekte, pa bacali bombe i tamo gde su civili."
BanđurMiloš,"Banđur, Miloš",Srpska napredna stranka,M,1966,PROTIV,"Kada je u pitanju, recimo, sastav delegacije u Skupštini NATO-a, Parlamentarnoj skupštini NATO-a, ja sam protiv toga da lobisti NATO-a budu na čelu te delegacije. Koji god kanal da upalim da promenim, čovek koji je predložen za šefa delegacije u Parlamentarnoj skupštini NATO-a nastupa kao NATO glasnogovornik. Prosto, ta količina ostrašćenosti sa kojom se govori, ne samo o tome da Srbija treba da uđe u NATO, protiv toga nemam bilo šta, jer svako ima pravo da iznese svoje argumente, pa i on, pa i svako drugi ima pravo da diskutuje o tome, ali protiv toga sam da se druge zemlje i drugi narodi nama bliski neprekidno vređaju u medijima kako bi se pokazala odanost i lojalnost NATO paktu. Nisam čuo da se šef delegacije u Parlamentarnoj skupštini NATO izvinio Ruskoj federaciji zbog niza uvreda koje su iznesene i na račun predsednika Putina i na račun Rusije, onih dana i u ono vreme jula meseca kada su u Srbiji bili incidenti. Da li je to preporuka za Parlamentarnu delegaciju NATO-a?"
TorbicaBojan,"Torbica, Bojan",Pokret socijalista,M,1974,PROTIV,"Pre nešto više od dve decenije NATO alijansa je bez saglasnosti Saveta bezbednosti UN i suprotno međunarodnom pravu bez ikakvog razloga i prava izvršila agresiju na Saveznu Republiku Jugoslaviju. Najveći deo podataka kojima danas raspolažemo utvrđen je tokom prvih godina od završetka NATO agresije, pošto posle petooktobarskog puča 2000. godine dolazi do nasilne promene i vlasti i tadašnjoj DOS-ovskoj vlasti je bilo bitno da oslobodi preko 200 najgorih terorista tzv. Na ovaj način prvi put u istoriji srpskog naroda dobićemo potpuno dokumentovani spisak žrtava i zato apelujem na ovaj dom zbog potrebe da se kao u Republici Srpskog osnuje posebni državni organ, prihvati predlog i donese odluka da se formira komisija koja bi jednom za uvek utvrdila tačan broj poginulih i ranjenih državljana Republike Srbije tokom zločinačke NATO agresije, kako bismo jednom zauvek stavili tačku na ovo pitanje i sagledali u potpunosti veličinu zločina izvršenog nad našim narodom i onemogućili bilo kakvu njegovu revitalizaciju i reviziju u budućnosti."
KomlenskiĐorđe,"Komlenski, Đorđe",Pokret socijalista,M,1965,PROTIV,"Drugarice i drugovi, dame i gospodo, uvažene koleginice i kolege, blizu 20 godina, odnosno nešto malo više od 20 godina je prošlo od kada je završena zlikovačka, zločinačka NATO agresija koja je za jedini svoj cilj imala ubijanje naše nevine dece, naših civila, naših policajaca, naših vojnika i želju da pokori Srbiju i da je stavi pod potpuni protektorat. Već dugi niz godina mi smo svedoci da se osporavaju srpske žrtve u Jasenovcu, srpske žrtve u Prvom svetskom ratu, srpske žrtve u Drugom svetskom ratu i to mi teško možemo da ispravimo, ali sebi ne smemo da dozvolimo da generacije iza nas kažu da nismo uradili ono što je bila naša dužnost, a smatram da je dužnost Republike Srbije, a prvenstveno ovog doma da se utvrdi tačan, poimeničan broj svih poginulih i ranjenih civila, pripadnika MUP-a i Vojske koji su stradali tokom zlikovačke i zločinačke agresije NATO pakta 1999. godine."
ImamovićEnis,"Imamović, Enis",Stranka demokratske akcije Sandžaka,M,1984,ZA,Kao parlamentarna stranka već punih 30 godina se upravo i borimo za Evropske i NATO integracije Srbije.
MarkovićDragan,"Marković, Dragan",Jedinstvena Srbija,M,1960,PROTIV,"Možda nas on poštuje i ceni i mi ne tražimo da oni promene mišljenje kada je u pitanju nezavisno Kosovo, jer onda ne bi mogli da pravdaju NATO agresiju i bombe koje su padale na Jugoslaviju, ali je moja poruka lična Makronu – gospodine Makron, Srbi su počeli da sumnjaju u Francusku, da Francuska nije prijatelj Srbiji. Danas u Srbiji svaka peta žena danas, tada devojčica, ne može da iznese trudnoću, upravo zbog NATO pakla, ne NATO pakta, NATO pakla."
ObradovićŽarko,"Obradović, Žarko",Socijalistička partija Srbije,M,1960,ZA,"Zato što u ostalom delu ovog dokumenta se vidi da smo mi uradili skoro sve, da smo usvojili dokumenta nacionalne strategije, da podržavamo mere i dokument EU u sprečavanju sukoba, da smo se pridružili svim sporazumima o neširenju oružja, da sarađujemo sa međunarodnim organizacijama, da sa NATO imamo najviši nivo saradnje koja jedna zemlja, koja nije članica NATO ima, da učestvujemo u vojnim vežbama Senata i sa SAD i sa drugim, da učestvujemo u misijama EU za upravljanje krizama, da učestvujemo u mirovnim misijama UN."
ŠešeljAleksandar,"Šešelj, Aleksandar",Srpska radikalna stranka,M,1993,NEUTRALNO,"Dame i gospodo narodni poslanici, u februaru 2016. godine ratifikovan je sporazum u Narodnoj skupštini između NATO pakta i Republike Srbije, tzv. Sporazum Republike Srbije i NATO pakta o saradnji u oblasti logističke podrške predviđa slobodu kretanja i diplomatski imunitet svim pripadnicima NATO u našoj zemlji, kao i privilegije koje sleduju diplomatama po Bečkoj konvenciji. Omogućava im da sa našom vojskom razmenjuju poverljive informacije i opremu, a i široko otvara vrata za još čvršću saradnju Srbije i NATO, odnosno Alijansine organizacije za podršku i nabavku NSPO i Agencije za podršku i nabavku NSPO. Pripadnici ovih tela NATO i njihova vozila imaju pravo neophodnog slobodnog prolaza i pristupa kroz čitavu Srbiju, dok se i ulazak u zabranjene bezbednosne zone usaglašava sa našim nadležnim organima. "
ŠešeljVojislav,"Šešelj, Vojislav",Srpska radikalna stranka,M,1954,NEUTRALNO,"Onog trenutka kada je Međunarodni sud pravde, uprkos činjenici što Jugoslavija nije bila članica UN 1993. godine, prihvatio da sudi po tužbi Bosne i Hercegovine za navodni zločin genocida iako, dakle, nije pripadala kao potpisnik SRJ, ni konvenciji o genocidu, a u drugom slučaju kad je SRJ tužila 11 država NATO pakta za sličnu stvar, proglasio se ne nadležnim, jer Jugoslavija nije bila članica."
JovanovićNataša,"Jovanović, Nataša",Srpska radikalna stranka,F,1966,PROTIV,"Dakle, kada bi bilo moguće da se sprovede ovo amandmanom koji vi nećete da prihvatite, što kolega Stević traži, onda bi ti stranci koji bi došli ovde zahtevali da se odbrambena moć Srbije uspostavi u NATO paktu, a ne bi sigurno na način na koji to žele građani Srbije, al građani Srbije, njih preko 90 i ko zna koliko procenata, nikada ne žele da mi postanemo članica te neprijateljske zapadne vojne alijanse. Koliko god to vama da izgleda neprihvatljivo, to je pred svim izazovima pred kojima će Srbija da se nađe od strane NATO pakta, Amerike i pojedinih njenih zapadnih saveznika, jedini siguran put da zaštitimo i naš narod na KiM, da zaštitimo Srbe u Raškoj oblasti, u Vojvodini, jer za sve one koji nisu možda dokument postojanja unazad 15 godina od ODKB-a proučavali i na koji način oni funkcionišu, svima je jasno da Rusija sa svojim saveznicima je, za razliku od ove imperijalističke vojne sile koja nam je nanela toliko zla, a to je NATO pakt, kroz organizaciju učlanjenja Odeljenja kolektivne bezbednosti, tzv."
JovanovićJovan,"Jovanović, Jovan",Dosta je bilo,M,1970,NEUTRALNO,"Zatim, izjava komandanta NATO-a za Evropu da je Srbija glavni problem na Balkanu, a sutra imamo i posetu novog američkog državnog sekretara, pomoćnika državnog sekretara za Evropu i Aziju, tako da je očigledno da postoje određena očekivanja od Vlade Srbije i kako će se postaviti Vlada."
GajićGorica,"Gajić, Gorica",Demokratska stranka Srbije,F,1958,PROTIV,"Činjenica je da ratni sukobi, vojni sukobi, politički sukobi između velikih sila sve više traju, sve se više zaoštravaju i naše svrstavanje, vojno svrstavanje, prema, u ovom slučaju, NATO savezu svakako bi uticalo na našu samostalnost i smanjilo bi nam manevarski prostor da koliko-toliko zaštitimo našu nezavisnost, pogotovo što smo mi okruženi NATO državama, a u isto vreme nastojimo da sačuvamo dobre odnose sa Ruskom Federacijom, jer je činjenica da nam najviše u međunarodnim odnosima Ruska Federacija pomaže ne bismo li sačuvali teritorijalni integritet i lažnu državu Kosovo u okviru Republike Srbije."
RističevićMarijan,"Rističević, Marijan",Narodna seljačka stranka,M,1958,PROTIV,"Sa Kosova je proterano 250.000 Srba NATO agresijom, NATO bombama, gde je izbačeno više desetina hiljada raznih raketa i eksplozivnih naprava. Srbija treba da se ponosi time što uprkos ratnim vihorima 90-ih godina, uprkos nekim manjim brljotinama koje su napravili Srbi, uprkos genocidima koji su nad Srbima napravljeni u tri rata, uprkos raznim bombardovanjima, uključujući i ono savezničko na Uskrs i 15 drugih bombardovanja u Drugom svetskom ratu, uprkos NATO bombardovanju, Srbija nije genocidom uzvratila na genocid."
ŽivkovićZoran,"Živković, Zoran",Nova stranka,M,1960,PROTIV,"Nije bila nigde osuđena kao genocid, čak i kod najvećih kvazi-patriota koji postoje u ovoj državi, a neki su i u ovom parlamentu, ali namere su bile najgore moguće i nikakvo opravdanje vrh NATO pakta nije imao u tome što je rekao da bombarduje jednog ludaka koji je pre drugih ludaka bio na čelu ove zemlje ..."
KomlenskiĐorđe,"Komlenski, Đorđe",Pokret socijalista,M,1965,PROTIV,"Ovo će omogućiti da svi učenici u Srbiji na isti način saznaju šta je to NATO agresija, šta je to zlikovačka NATO agresija na ovu zemlju, a ne da to neko naziva NATO akcijom, da neko o tome možda prekosutra uopšte ne govori i to su stvari, pored svih onih drugih, koje su vezane i za oblast književnosti, matematike, svega, jako važne, jer moraju da pruže jednaku šansu sa tim obrazovanjem i stečenim znanjem, svim učenicima da mogu da konkurišu ravnopravno za dalje školovanje."
