Speaker_ID,Speaker_name,Speaker_party_name,Speaker_gender,Speaker_birth,Stance,Relevant_Speech
KovácsElvira,"Kovács, Elvira",Savez vojvođanskih Mađara,F,1982,PROTIV,"Poštovani potpredseniče, predsedništvo, saradnici iz Ministarstva, dame i gospodo narodni poslanici, dozvolite mi da svoje izlaganje, kao ovlašćeni predstavnik poslaničke grupe SVM - Partija za demokratsko delovanje, počnem izmenama i dopunama Krivičnog zakonika, i to delom koji se konkretno odnosi na pooštrovanje kaznene politike za krivično delo nedozvoljen prelaz državne granice i krijumčarenje ljudi, budući da verujemo da će upravo ove mere Vlade Republike Srbije, odnosno oštrija kaznena politika, postići ciljeve, kao što je sprečavanje trgovine ljudima i smanjenje broja ilegalnih prelazaka granice, i, naravno, kontrola migrantskih tokova tzv, balkanske rute. Ukupno je otkriveno u tom periodu više od 14.404 migranta u pokušaju nezakonitog prelaska državne granice. Oblast upravljanja migracijama u Republici Srbiji je, naravno, multisektorska oblast, kao što svi to znamo, i mi podržavamo napore u rešavanju ovog problema. Ukazujemo na važnost aktivnosti predviđenih istim ovim Akcionim planom, kao što je formiranje zajedničkih radnih grupa sa susednim državama radi sprečavanja nelegalnim migracija nekim alternativnim putevima, kao što je Crna Gora, Bosna itd, ali i formiranje radne grupe MUP Republike Srbije sa Francuskom i Nemačkom policijom. Zadatak Vlade Republike Srbije je da spreči ilegalne migracije, odlučno se sukobi sa krijumčarenjem ljudi kao vidom organizovanog kriminala."
JovanovićNeđo,"Jovanović, Neđo",Socijalistička partija Srbije,M,1962,ZA," Država Srbija se obavezala da štiti migrante, da štiti ono što podrazumeva njihovo pravo, neprikosnoveno pravo koje je priznato međunarodnim aktima, pa i Univerzalno deklaracijom o pravima čoveka i njegovim slobodama."
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,PROTIV,"Ja sam vrlo ozbiljno govorio o jednoj od najozbiljnijih tema savremene Evrope o kojoj čitava Evropa danas govori izuzev Vlade Republike Srbije, izuzev Narodne skupštine Republike Srbije, a to je tema migrantske krize i posledica migrantske krize na Evropu. Predsednik Skupštine je dakle odbio već dva meseca da stavimo posebnu sednicu na aktuelnu temu koja se tiče migrantske krize i što je posebno važno, imali smo ovih dana zajedničku sednicu sa Vladom Republike Mađarske koja ima potpuno drugačiji stav po ovom pitanju i od koje bismo mnogo toga mogli da naučiti o tome kako se štite sopstveni građani od posledica migrantske krize. Šta je sledeći korak u našoj toleranciji, o našem liberalnom i ne znam kakvom pristupu migrantskoj krizi. Imate potpuno suprotne politike i u ekonomskoj sferi i u finansijskoj sferi u monetarnoj sferi i sferi migrantske krize u porodičnoj politici i svemu drugom."
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,PROTIV,"Međutim, ono što je ovde mnogo važnije od ove naše male šale, jeste da, ako sam ja dobro razumeo ministarku, a ona je ovde najpozvanija da protumači određena zakonska rešenja, ovo je prvi slučaj da se srpsko zakonodavstvo prilagođava migrantskom zakonodavstvu. Dakle, Srbija počinje unapred da se prilagođava promenama u strukturi našeg stanovništva koje će nam doneti migranti, odnosno koje su migranti doneli u Evropu. Mi sada moramo da sledujemo Istanbulskoj konvenciji, mi moramo da se prilagođavamo religijskim šta – kultovima, obredima, idejama koje migranti donose kao religijske specifičnosti u našu sredinu. Da li je ovo početak jedne ozbiljne zakonodavne inicijative Vlade Republike Srbije, na čelu sa Aleksandrom Vučićem, u pravcu ispunjavanja različitih potreba migranata koji treba ovde da se nasele, kada EU totalno zatvori svoje granice, a od Srbije napravi najveći azilantski centar u Evropi. Dakle, to je ideja srpskog zakonodavstva, da se mi prilagođavamo migrantskim krizama, nametnutim seobama stanovništva koje nam se nameće iz SAD, promeni strukture stanovništva Evrope, nametanju religioznih kultova iz Afrike, Azije ili ne znam odakle i da sada mi naše zakonodavstvo treba da prilagođavamo migrantskom pitanju. Ona želi da reši zakone i pre nego što migranti nasele Srbiju u potpunosti."
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,PROTIV,"Otkud migranti u našoj državi? Ne samo da će da vas hvale, nego će i da vas finansiraju, da mi ovde primamo migrante, pravimo azilantske centre, prilagođavamo naše zakonodavstvo migrantima, bolje nego da se to kod njih tamo dešava. Ali, mi ovde ulazimo u opasnu zonu prilagođavanja našeg zakonodavstva migrantskim procesima."
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,PROTIV,"Dakle, za predsednika Narodne skupštine, gospođu Maju Gojković, pre svega, treću nedelju za redom, pitam, kada će biti zakazane posebne sednice na aktuelne teme, bezbednosno i ekonomsko socijalna situacija u Srbiji u vezi sa migrantskom krizom. Da li pored ovih međusobnih ubijanja treba migranti da počnu da ubijaju i građane Srbije da biste vi zakazali tu sednicu na bezbednosnu temu?"
TepićMarinika,"Tepić, Marinika",Stranka slobode i pravde,F,1974,PROTIV,"Drugo jedno obrazloženje, mada ne na ovaj amandman koji smo čuli, jeste da, pomenuli ste migrante koji se kreću kroz našu zemlju, s obzirom da je ovaj fenomen tipičan za uglavnom i pretežno afrički kontinent, međutim, ne možemo izuzeti činjenicu da i razne druge životne okolnosti mogu dovesti ljude sa drugih kontinenata koji praktikuju ovakve ritualne obrede, po nama, koji duboko zadiru i narušavaju prava, naročito malih devojčica u uzrastu od četiri do osam godina, kada se uglavnom ovakve neverovatne intervencije nad ženskim telom sprovode, tako da smatramo da je to samo parcijalno obrazloženje da usled ovih migrantskih pojava u poslednje vreme jeste ovo osnov za prepoznavanje ovog krivičnog dela."
ČomićGordana,"Čomić, Gordana",Demokratska stranka,F,1958,ZA,"I povezivanje sa onim što kolokvijalno zovemo migrantska kriza, trebalo bi da u ovoj sali proizvede samo dodatna pitanja – šta ćemo i kako ćemo još od propisa menjati da bi išli u korak sa životom? Ko god to hoće da porekne, taj ne razume da smo jedna od retkih država koja je izbegličku i migrantsku krizu tretirala onako kako je trebala cela EU sa stanovišta ljudskih prava."
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,PROTIV,"Dodatno je oporezovao sve strane banke i osiguravajuća društva i zaštitio bezbednost građana, podižući zid koji je zaustavio migrantsku najezdu. Vi, gospodine Vučiću, povećavate budžet Ministarstva odbrane i izdvajate 1,8 milijardi za učestvovanje naših vojnika u multinacionalnim operacijama širom sveta, a naše granice su prazne i nebezbedne u vremenu najveće migrantske krize i u novoj istoriji. Vi očito više brinete o migrantskoj populaciji u Srbiji nego o trudnicama, porodiljama, mladim bračnim parovima koji nemaju rešeno stambeno pitanje, porodicama sa više dece, samohranim porodicama u kojima nijedan član nije zaposlen ili prezaduženim porodicama koje ne mogu više da plaćaju svoje kredite ili komunalne usluge, jer su ljudi jednostavno ostali bez posla u onim pljačkaškim privatizacijama, one 24 za koje ste vi formirali radnu grupu, a za koje nikada niko nije odgovarao."
MarašMarjana,"Maraš, Marjana",Socijalistička partija Srbije,F,1970,ZA,"Iz prostog razloga što smo mi dobili pohvale, Srbija i naše društvo, za odnos prema migrantima, to je deo naše tradicije, mi smo jedno humano društvo i to smo pokazali da imamo razumevanja za migrante, a isto tako želim da napomenem da je neophodno da ova sredstva postoje iz razloga konkretno u opštini iz koje ja dolazim, u opštini Vrbas, ukupan broj izbeglih lica na teritoriji opštine Vrbas je 2.500, a broj izbeglih koji i dalje imaju status izbeglica je 225, bez obzira što se godinama unazad pomaže da se reši njihovo pitanje, kako kroz ekonomsko osnaživanje, tako i kroz kupovinu kuća, pomaže im se u ogrevu, lekovima."
VulinAleksandar,"Vulin, Aleksandar",Pokret socijalista,M,1972,NEUTRALNO,Samo da znate da na teritoriji Republike Srbije još uvek blizu 30.000 lica ima status izbeglica.
StamenkovićBranka,"Stamenković, Branka",Dosta je bilo,F,1968,PROTIV,"Imaćete krize, imamo migrantsku krizu, nemamo gde ljude da smestimo."
MogeriniFederika,"Mogerini, Federika",-,F,1973,NEUTRALNO,"Izazovi sa kojima se suočavate su isti oni sa kojima se i mi suočavamo, bilo da su to pokušaji da suzbijemo organizovani kriminal, da upravljamo migrantskim tokovima, da obezbedimo energetsku sigurnost ili sveukupnu bezbednost naših građana."
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,PROTIV,"Ne vidimo nigde mogućnost da zaštitimo ovu zemlju od nekontrolisane migrantske krize i ogromnog broja migranata koji svakog dana učine po jedno krivično delo ili neku vrstu nasilja ili neku krađu ili neki napad na građane Srbije u ovoj našoj državi. Ako ne znate o čemu govorim, pitajte građane Šida koji već danima protestuju da se izmesti prihvatni centar za migrante koje ste nametnuli tome gradu, odnosno opštini u Srbiji."
StefanovićNebojša,"Stefanović, Nebojša",Srpska napredna stranka,M,1976,NEUTRALNO,"Sporazumi koji su pred nama iz oblasti unutrašnjih poslova regulišu saradnji policija u suzbijanju ilegalnih migracija, čineći da policija postane efikasnija u borbi protiv organizovanog kriminala, u borbi protiv narkotrafikinga."
StefanovićNebojša,"Stefanović, Nebojša",Srpska napredna stranka,M,1976,NEUTRALNO,"Jedno vreme su bili, čak smo imali, to smo javno radili, pokazali smo ih na granici, pomagali su u vreme najvećih migrantskih kriza, pomagali su u identifikaciji dokumenata."
StefanovićNebojša,"Stefanović, Nebojša",Srpska napredna stranka,M,1976,NEUTRALNO,"U našem sporazumu sa Vladom Savezne Republike Nemačke jača se saradnja sa ovom državom u oblasti bezbednosti, pogotovo u oblasti efikasnog sprečavanja i suzbijanja krivičnih dela, organizovanog i teškog kriminala, terorizma, kriminala u vezi sa opojnim drogama, ilegalne trgovine oružjem, kao i ilegalne migracije i krijumčarenja ljudi preko državne granice. Takođe, realizovali smo više zajedničkih aktivnosti koje su uključivale mere podrške u obezbeđivanju zelene granice u suzbijanju ilegalnih migracija, prepoznavanje falsifikovanih dokumenata, podrška u oblasti obezbeđenja državne granice, borba protiv krijumčarenja ljudi, što je naravno doprinelo do stvaranja stabilne klime u obezbeđenju naše državne granice, ali obezbeđenju da nema incidenata tokom trajanja intenzivnog talasa migracija dok je kroz našu zemlju prolazilo nekad i po 15.000 ljudi u toku jednog dana."
MalušićLjiljana,"Malušić, Ljiljana",Srpska napredna stranka,F,1958,ZA,Pokazali smo primer dobar u praksi kako se treba ponašati prema migrantima i kako treba voditi odgovornu socijalnu politiku.
StevićZvonimir,"Stević, Zvonimir",Socijalistička partija Srbije,M,1957,NEUTRALNO,"Organizovani kriminal, terorizam, nekontrolisane migracije, protiv zakonita trgovina narkoticima su danas izazovi i pretnja svetskoj bezbednosti, jer ne poznaje nikakve granice i šire se takvom brzinom da je međunarodna saradnja bezbednosnih struktura veoma neophodna. Sporazum obuhvata i krivična dela krijumčarenja i trgovine ljudima i ljudskim organima, ilegalno prelaženje granice, ilegalne migracije, finansijski kriminal, falsifikovanje dokumenata, isprava, sajber kriminal kao i brojna druga krivična dela kojima se mogu ugroziti lična i kolektivna bezbednost u jednoj i drugoj državi potpisnici. Ovaj sporazum plod je sve čvršćih prijateljskih odnosa dve države koje smatraju da se zajedničkim bezbednosnim i policijskim aktivnostima, organizovanije mogu suprotstaviti i suzbijati krivična dela, posebno dela protiv života i zdravlja, organizovani kriminal, terorizam, ilegalne migracije i krijumčarenje ljudi, neovlašćena proizvodnja i promet opojnih droga, trgovina oružjem i ljudima i druga teška krivična dela kojima se ugrožava lična i kolektivna bezbednost na teritoriji jedne ili druge države potpisnice. To se posebno odnosi na terorizam, trgovinu oružjem i narkoticima, trgovinu ljudima i nelegalne migracije, sajber kriminal."
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,PROTIV,"Tiče se ozbiljne zabrinutosti velikog broja građana Srbije u kom pravcu će ići migrantska kriza. Postavljam pitanje nadležnim ministrima – da li su rešili stambena pitanja izbeglica, interno raseljenih lica iz Republike Srpske Krajine, Bosne i Hercegovine, sa Kosova i Metohije, pa da sada imaju vremena i kapaciteta, snage i sredstava da rešavaju i stambeno zbrinjavaju migrante? Da li su rešili pedagoške i druge asistente za učenike, osobe sa invaliditetom, pa sada imaju vremena da integrišu migrante u školski sistem? Srbija je veoma zabrinuta zbog pojačavanja migrantske krize."
KovácsElvira,"Kovács, Elvira",Savez vojvođanskih Mađara,F,1982,NEUTRALNO,"Moramo spomenuti, vi ste verovatno, gospodine ministre, u svom uvodnom izlaganju pričali o tome da je kao deo Berlinskog procesa, znači, na Samitu u Parizu 4. jula 2016. godine, zapravo prvi rezultat tog samita je bila deklaracija, koja se odnosila na nekoliko tema, od migrantske krize preko borbe protiv terorizma, ali izuzetno značajne evropske perspektive celog zapadnog Balkana, ekonomske saradnje u celom regionu, poboljšanja poslovne klime, napredak u povezivanju oblasti transporta i energetike i ono o čemu danas ovde razgovaramo, između ostalog, saradnja mladih i bolja mobilnost, rast zaposlenosti i pomirenje."
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,NEUTRALNO,"Nećete građanima Srbije da kažete punu istinu, da je Evropska unija danas u finansijskoj krizi, u bezbednosnoj krizi, da je zahvatila ogromna migrantska kriza, da je Velika Britanija izašla iz EU, da je Island vratio kartu za ulazak u EU, da brojne zemlje, na čelu sa Mađarskom, kritikuju takav princip komesara koji će nama određivati kako ćemo mi živeti širom Evrope."
